,comment_count,dislike_count,duration,like_count,live,title,view_count,publish_hour,publish_day,publish_month,publish_date,days_after_last_video,title_length,description_length,tag_count
894,66,15,173,135,0,The NEW Google [How to Use It],9108,16,6,9,2009-09-06,3,30,672,71
893,67,16,214,143,0,"Unboxed: HP W1707 17"" Monitor [HD]",10954,19,5,9,2009-09-12,6,34,283,11
892,129,18,250,504,0,Unboxed: Sanyo Xacti CG10,25227,17,6,9,2009-09-13,1,25,310,43
891,92,19,233,314,0,Sanyo Xacti CG10 HD Footage and Photos,35300,22,4,10,2009-10-02,19,38,310,43
890,53,14,214,145,0,Zune HD Hardware Review,11565,19,6,10,2009-10-04,2,23,216,11
888,46,14,77,164,0,Entry: Gearlive HP Envy 13 Giveaway,16523,19,2,10,2009-10-07,3,35,198,12
887,10880,1028,199,54616,0,MKBHD Update 5.0,1765735,22,4,10,2009-10-09,2,16,24,14
886,2326,74,471,10996,0,Reviewed: Motorola DROID [HD],264444,23,6,10,2009-10-11,2,29,136,28
885,39,8,151,71,0,iBellix Unboxing,5336,20,0,10,2009-10-12,1,16,131,18
884,216,13,99,470,0,2010!,32844,23,3,10,2009-10-15,3,5,55,17
883,88,15,171,372,0,HD Tutorial: Matrix Screensaver,52834,23,4,10,2009-10-16,1,31,206,19
882,53,5,261,128,0,Gateway HX2000 Unboxing [HD],9994,21,0,10,2009-10-19,3,28,60,16
881,39,10,154,96,0,Unboxed: 7-Port USB Hub [HD],7399,19,3,10,2009-10-22,3,28,152,19
880,133,44,70,244,0,Windows 7 Contest [Why I Love Windows 7],11540,20,4,10,2009-10-23,1,40,257,21
879,266,95,192,923,0,The iPad Rant,41657,16,6,10,2009-10-25,2,13,153,55
877,78,19,99,117,0,DealExtreme Unboxing! [HD],20036,21,4,11,2009-11-06,12,26,68,27
876,34,13,176,105,0,Unboxed: Epson NX415 [HD],8096,20,5,11,2009-11-07,1,25,508,18
875,59,16,228,105,0,Unboxed: Cyber Acoustics 2.1 Speakers [HD],13550,0,1,11,2009-11-10,3,42,324,28
874,46,10,167,148,0,Sound Check: Editors Keys SL150 Microphone [HD],12621,1,4,11,2009-11-13,3,47,163,21
873,191,30,480,547,0,Need for Speed Most Wanted Gameplay,77054,0,0,11,2009-11-16,3,35,52,16
872,53,22,183,113,0,Tweetdeck Notifications!,15729,22,1,11,2009-11-17,1,24,99,16
871,72,27,345,190,0,The New YouTube [Overview in 720p HD],8348,3,1,11,2009-11-24,7,37,59,59
869,27,15,35,181,0,MKBHD Search Story,14762,0,6,11,2009-11-29,5,18,39,6
868,77,11,298,138,0,Freeware EVERY Geek Should Use!,9109,23,2,12,2009-12-02,3,31,72,22
867,32,6,236,89,0,Samson MD5 Desktop Microphone Stand [HD],10752,22,3,12,2009-12-03,1,40,91,24
866,58,8,259,185,0,HTC Droid Incredible Unboxing [HD],18827,16,6,12,2009-12-06,3,34,72,20
865,108,6,166,253,0,HD Tutorial: YouTube Groups [Updated],11925,21,0,12,2009-12-14,8,37,342,27
864,22,9,168,83,0,Unboxed: Motorola Droid Desktop Stand,7252,22,4,12,2009-12-18,4,37,311,20
863,45,16,188,128,0,Unboxed: Intel X25-V 40GB SSD,8966,20,1,12,2009-12-22,4,29,66,26
862,30,5,126,81,0,Google Moderator Module,6478,18,6,12,2009-12-27,5,23,156,23
861,41,21,252,200,0,Unboxed: BlueLounge CableBox [HD],25690,16,3,12,2009-12-31,4,33,106,16
860,58,31,324,153,0,HD Tutorial: Safari 5,47942,20,2,1,2010-01-06,6,21,1074,53
859,75,28,73,312,0,Cyborg R.A.T. Mouse Review,86484,20,0,1,2010-01-11,5,26,109,26
858,220,62,200,649,0,YouTube Video Editor Tutorial [HD],151090,15,0,1,2010-01-18,7,34,202,30
857,34,3,188,51,0,HD Tutorial: DestroyTwitter 2.0.2,5159,17,5,1,2010-01-23,5,33,105,25
856,26,7,160,102,0,Safari 5 Extensions [HD],9079,0,3,1,2010-01-28,5,24,190,32
854,32,15,86,95,0,MKBHD Update 6.0,8476,22,1,2,2010-02-16,19,16,274,18
853,48,19,164,281,0,Droid X Unboxing [HD],17385,22,1,2,2010-02-23,7,21,68,64
851,50,29,64,111,0,How to Play Snake on YouTube Videos,14484,23,3,3,2010-03-11,16,35,325,29
850,30,6,47,70,0,Motorola Droid X 720p HD Video,8494,22,6,3,2010-03-21,10,30,177,17
848,56,14,7,140,0,New MKBHD Intro,14089,22,1,4,2010-04-13,23,15,104,16
847,1067,301,309,2516,0,Beats by Dre Solo HD Review,509595,0,6,4,2010-04-25,12,27,675,29
846,104,8,292,227,0,Dell Ultrasharp 2407WFPb Unboxing and Setup,33165,22,2,4,2010-04-28,3,43,516,31
844,87,10,350,206,0,Cyborg R.A.T. 7 Unboxing [HD],33648,0,4,5,2010-05-07,9,29,128,24
843,113,44,282,296,0,Cyber Acoustics 5.1 High Performance Speakers Review,66011,22,1,5,2010-05-11,4,52,288,21
842,19,5,303,54,0,Solar Sound 2 Speaker System Review,5776,19,1,5,2010-05-18,7,35,205,24
841,210,91,228,617,0,Review: Altec Lansing Octane 7,188873,23,1,5,2010-05-25,7,30,271,24
840,100,14,204,421,0,iKey Audio M808-V2 Studio Monitor Review,67874,22,3,6,2010-06-03,9,40,100,34
839,76,6,398,140,0,Google Chrome 7 Beta,18284,0,1,6,2010-06-08,5,20,204,19
838,62,4,312,138,0,Internet Explorer 9 Beta,16345,19,4,6,2010-06-11,3,24,288,25
837,31,8,123,115,0,#NewTwitter Parody - MKBHD Style,4063,19,2,6,2010-06-16,5,32,193,21
836,41,14,150,107,0,Blackberry Playbook Tablet - First Look,28735,20,0,6,2010-06-21,5,39,305,21
835,32,9,178,203,0,Google TV Tour,42413,16,6,6,2010-06-27,6,14,164,23
834,985,162,385,2212,0,Beats By Dre Studio Review,320614,17,5,7,2010-07-17,20,26,182,30
833,33,3,173,85,0,Review: Editors Keys Vocal Booth,9406,21,1,7,2010-07-20,3,32,306,22
832,16,6,268,71,0,Review: iClarity HD Precision Speaker,5687,16,0,7,2010-07-26,6,37,322,27
831,60,10,376,214,0,Review: Azza Hurrican 2000,17157,16,2,7,2010-07-28,2,26,263,18
829,17,3,264,61,0,Review: Wiki Golf,3741,17,2,8,2010-08-11,14,17,395,40
828,27,14,155,171,0,NEW YouTube Video Watch Page [November 2010],3724,15,0,8,2010-08-16,5,44,322,23
827,28,3,249,140,0,Review: Monster Jamz High Performance Earphones,14689,19,3,8,2010-08-26,10,47,355,33
826,33,2,117,127,0,Enable Google Instant in Chrome 9 Beta,11655,19,4,9,2010-09-03,8,38,360,33
825,19,6,221,54,0,iKey Audio HDR7 Dual Microphone,5191,18,1,9,2010-09-07,4,31,227,17
824,20,6,149,130,0,NEW YouTube Comment Sharing [November 2010],2849,18,4,9,2010-09-10,3,43,369,41
823,15,3,142,103,0,YouTube goes Social! [Video Sharing 2010],3373,20,4,9,2010-09-17,7,41,281,46
822,23,8,173,63,0,Review: AeroWeather [HD],3275,22,1,9,2010-09-21,4,24,186,23
821,20,8,208,128,0,Review: BitFenix Survivor,10739,22,4,9,2010-09-24,3,25,178,22
820,103,14,220,509,0,Canon EOS Rebel T2i Unboxing,36826,18,6,9,2010-09-26,2,28,376,46
819,68,4,267,204,0,Asus UL30A-X5 | Canon T2i Video Test,19433,22,1,9,2010-09-28,2,36,555,69
818,59,7,209,164,0,Editors Keys SL150 Microphone [HD],15837,21,4,10,2010-10-08,10,34,498,45
817,238,10,81,680,0,GiftYouTube / PrizeYouTube SCAM,48125,22,2,10,2010-10-13,5,31,436,36
816,26,1,224,65,0,Chromedeck Tips and Tricks!,4021,21,0,10,2010-10-18,5,27,261,33
814,181,41,88,983,0,Update | YouTube Video Tips,90191,19,2,10,2010-10-27,9,27,99,25
813,41,5,61,153,0,GoogleTV Video Contest Entry,16594,18,6,10,2010-10-31,4,28,122,7
812,127,22,247,1147,0,MKBHD YouTube Tips | #1,58002,1,3,11,2010-11-04,4,23,225,28
811,577,84,277,2698,0,Zune HD: Revisited,184891,21,0,11,2010-11-08,4,18,229,30
810,68,19,162,309,0,DSLR Video - Tips & Tricks,36022,22,4,11,2010-11-12,4,26,252,47
809,134,10,238,488,0,Technology of 2010 - A Year in Review,24251,20,2,11,2010-11-17,5,37,264,35
807,68,15,93,275,0,Android 3.0 - Honeycomb!,47873,21,3,11,2010-11-18,1,24,612,46
806,284,140,212,4337,0,Apple Wireless Keyboard Review,208529,16,6,11,2010-11-21,3,30,456,44
805,212,130,142,1246,0,Don't buy the Verizon iPhone 4 [Yet],62238,21,0,11,2010-11-22,1,36,594,41
804,89,16,180,276,0,Optimize your HD Videos!,14583,15,3,11,2010-11-25,3,24,312,46
803,48,13,452,160,0,How to make a YouTube Mobile Banner [2011],13954,17,6,11,2010-11-28,3,42,629,28
802,176,25,331,1358,0,MKBHD YouTube Tips | #3,87360,19,6,12,2010-12-05,7,23,255,24
801,117,137,90,190,0,Find your Online Reputation!,27914,1,2,12,2010-12-08,3,28,292,37
800,216,32,116,2867,0,MKBHD Update 6.0,98144,20,6,12,2010-12-12,4,16,480,8
799,97,17,250,837,0,Top Google+ Tips and Tricks,33801,19,6,12,2010-12-19,7,27,393,35
798,61,5,150,254,0,IndiSLIDER Mini Deluxe [Canon T2i],18813,23,1,12,2010-12-21,2,34,730,18
797,336,8,58,428,0,Favorite Web Browser?,22395,20,4,12,2010-12-24,3,21,275,9
796,72,14,151,268,0,New Google Chrome 15 Features,31286,21,0,12,2010-12-27,3,29,329,28
795,85,38,150,451,0,Sigma 30mm f/1.4 Review + Footage,52829,20,1,12,2010-12-28,1,33,188,42
794,1086,186,124,13094,0,Stop It!,279061,16,3,12,2010-12-30,2,8,295,18
793,242,99,129,481,0,Fat Laptops - HP 8560W Review,60116,2,3,1,2011-01-06,7,29,250,10
792,152,14,124,412,0,The Razer Blade - Preview,37757,20,5,1,2011-01-08,2,25,554,28
791,198,34,158,1237,0,Top Reasons the Galaxy Nexus WINS,75301,23,1,1,2011-01-11,3,33,245,30
790,72,11,292,1050,0,MKBHD YouTube Tips | #4,51592,20,5,1,2011-01-15,4,23,229,15
789,211,31,182,2483,0,Blue Yeti Pro [Review],106599,0,2,1,2011-01-19,4,22,265,10
788,255,44,139,1246,0,Samsung Galaxy Note Reaction,44427,21,3,1,2011-01-20,1,28,216,11
787,199,44,105,3721,0,Top Reasons OLED Rocks!,66160,17,6,1,2011-01-23,3,23,153,18
786,455,9,55,444,0,What Phone are You?,29827,20,5,8,2011-08-06,195,19,244,15
785,3566,224,217,24472,0,Audio Technica ATH-M50 [Review],899447,21,0,8,2011-08-08,2,31,365,15
784,67,10,215,293,0,YouTube Video Editor 2011 [Review],21591,21,3,8,2011-08-11,3,34,231,44
783,44,3,57,318,0,Chrome App Tabs [Review],6623,23,4,8,2011-08-12,1,24,241,13
782,1112,47,143,6724,0,Battery Technology Rant,114189,23,1,8,2011-08-16,4,23,217,6
781,84,16,275,160,0,Facebook Timeline 2011: Review / Tour,30310,20,3,8,2011-08-18,2,37,462,37
780,196,29,262,2187,0,The DROID [Retro Review],51531,16,5,8,2011-08-20,2,24,184,6
779,114,14,220,1443,0,How to Give an Honest Video Review,47732,19,2,8,2011-08-24,4,34,181,21
778,29,59,93,174,0,Nexus Prime Teaser,25209,16,5,8,2011-08-27,3,18,109,11
777,1679,86,153,4540,0,The Dream Phone,194281,15,0,8,2011-08-29,2,15,170,8
776,89,12,110,597,0,How To Tweet!,15175,18,1,8,2011-08-30,1,13,235,15
775,1773,83,167,5581,0,The Blue Snowball [Review],282995,20,4,9,2011-09-02,3,26,421,7
774,132,44,273,798,0,Canon 24mm f/1.4 L Review,57790,16,6,9,2011-09-04,2,25,231,26
773,32,8,198,237,0,New Chrome Web Store Review,12289,16,2,9,2011-09-07,3,27,205,10
772,517,84,315,2527,0,Top 5 Features of Android 4.0 [Ice Cream Sandwich],195454,17,4,9,2011-09-09,2,50,409,22
771,103,97,45,858,0,Google Does a Barrel Roll,85351,19,0,9,2011-09-12,3,25,52,7
770,126,25,313,1552,0,Best Free Chrome Apps!,31099,16,3,9,2011-09-15,3,22,351,19
769,29,4,169,88,0,Twitter Activity Tab [Review],6777,17,0,9,2011-09-19,4,29,192,11
768,1623,784,225,19034,0,iPhone vs Android Commercials,558957,21,3,9,2011-09-22,3,29,627,12
767,178,19,161,2138,0,YouTuber Tip #5: Pancakes,39551,5,4,9,2011-09-23,1,25,185,6
766,118,50,244,546,0,Canon 5D MKIII Preview,60846,16,1,9,2011-09-27,4,22,385,21
765,1219,3,108,426,0,Cyber Monday GIVEAWAY: ATH-M50 Headphones! [Closed],8151,18,4,9,2011-09-30,3,51,326,12
764,280,73,319,2348,0,What is a Fisheye Lens?,138456,16,2,10,2011-10-05,5,23,244,25
763,151,18,170,1592,0,MKBHD Update 7.0,39609,19,6,10,2011-10-09,4,16,283,3
761,125,32,159,1706,0,Verizon Galaxy Nexus RANT,39988,15,0,10,2011-10-17,8,25,321,23
760,28,4,201,119,0,Tour of the New Twitter,5033,17,4,10,2011-10-21,4,23,228,19
759,153,15,288,627,0,Tour of my Tablet,20489,23,2,10,2011-10-26,5,17,288,21
758,115,7,121,595,0,Getting Inspired,19796,17,6,10,2011-10-30,4,16,538,13
757,239,21,259,949,0,Verizon Galaxy Nexus Unboxing & First Boot!,37146,17,3,11,2011-11-03,4,43,323,34
756,209,32,310,1531,0,Verizon Galaxy Nexus First Impressions,35953,19,5,11,2011-11-05,2,38,314,34
755,223,12,235,1395,0,All About the Galaxy Nexus Display,57406,3,3,11,2011-11-10,5,34,404,36
754,202,11,271,1457,0,Galaxy Nexus Camera Review,61021,17,1,11,2011-11-15,5,26,329,38
753,139,15,159,593,0,Technology of 2011: A Year in Review,21058,21,6,11,2011-11-20,5,36,600,19
752,1190,239,182,24002,0,Top 3 Battery Myths!,645760,18,1,11,2011-11-22,2,20,622,14
751,54,14,168,497,0,InSync: Dropbox for Google Docs!,51474,14,0,11,2011-11-28,6,32,306,20
750,177,10,162,868,0,Technology in 2012,25356,17,2,11,2011-11-30,2,18,405,23
749,160,11,259,693,0,Asus Transformer Prime First Impressions!,37088,18,5,12,2011-12-03,3,41,542,20
748,282,31,290,1617,0,Tour of my Nexus,65868,22,1,12,2011-12-06,3,16,389,14
747,229,19,291,1141,0,Transformer Prime Gets Android 4.0 ICS!,60271,20,3,12,2011-12-08,2,39,387,18
746,271,169,252,3092,0,Bose Companion 2 Series II Speaker Review!,216595,22,6,12,2011-12-11,3,42,352,28
745,391,139,329,2831,0,Best Galaxy Nexus Accessories!,191394,18,2,12,2011-12-14,3,30,678,18
743,691,207,180,11745,0,Fastest Mac Mini in the World! [Part 1],610933,23,3,12,2011-12-15,1,39,531,34
744,577,25,264,2780,0,Grado SR80i Review!,124021,15,3,12,2011-12-15,0,19,375,21
742,451,32,381,3582,0,Asus Transformer Prime Review!,113528,20,5,12,2011-12-17,2,30,346,33
741,549,121,278,5793,0,The OLED TV Rant!,184191,22,6,12,2011-12-18,1,17,378,33
740,723,100,237,4451,0,Cyborg RAT 7 Review!,364310,15,4,12,2011-12-23,5,20,232,17
739,1769,221,487,9180,0,Too many Android phones? RANT,383010,19,2,12,2011-12-28,5,29,375,22
738,165,30,266,1081,0,Chrome Beta for Android!,49906,18,6,1,2012-01-01,4,24,233,26
737,476,110,233,9234,0,Fastest Mac Mini in the World! [Part 2],480861,21,2,1,2012-01-04,3,39,625,48
736,7083,1562,300,103340,0,Beats Pro vs Audio Technica ATH-M50!,2242047,17,4,1,2012-01-06,2,36,310,27
735,352,23,343,2253,0,Asus Transformer Prime Dock!,63438,18,6,1,2012-01-08,2,28,334,25
734,402,70,166,8403,0,Fastest Mac Mini in the World! [Part 3],356789,5,1,1,2012-01-10,2,39,325,39
733,212,49,186,1359,0,Best iPad 3 Features!,77559,17,3,1,2012-01-12,2,21,467,12
732,629,85,294,7639,0,Pixel Density: Explained!,193436,17,5,1,2012-01-14,2,25,240,26
731,159,24,229,2006,0,YouTuber Tip #6: Ideas!,33166,18,0,1,2012-01-16,2,23,171,15
730,1292,165,399,11937,0,Fastest Mac Mini in the World! [Part 4] FINALE!,643689,22,3,1,2012-01-19,3,47,590,59
729,410,34,254,2186,0,Asus Zenbook UX31 Review!,123817,20,6,1,2012-01-22,3,25,341,18
728,406,17,201,1759,0,Ultrabooks: Explained!,106940,18,4,1,2012-01-27,5,22,226,13
727,2969,1178,189,26177,0,Best Audio Quality Setup: Explained!,1542156,0,2,2,2012-02-01,5,36,247,33
726,140,15,85,495,0,The New iPad 3! [Teaser],16392,1,6,2,2012-02-05,4,24,320,10
725,942,91,388,6832,0,iPad 3 vs Transformer Prime!,243080,0,2,2,2012-02-08,3,28,268,32
724,559,74,206,4819,0,Blue Spark Microphone Review!,272582,21,4,2,2012-02-10,2,29,413,12
723,1086,90,294,4330,0,iOS vs Android: A Google user's POV!,129256,21,1,2,2012-02-14,4,36,240,14
722,1221,240,228,4824,0,Google Project Glass: Explained!,390175,20,5,2,2012-02-18,4,32,287,18
720,344,75,167,1226,0,TokyoFlash Night Vision Watch!,64640,22,3,2,2012-02-23,5,30,190,13
719,150,18,169,615,0,Google+ Re-design and WhiteSpace Rant!,24980,21,6,2,2012-02-26,3,38,756,23
718,1387,123,387,7758,0,Samsung Galaxy Nexus Review!,444554,18,2,2,2012-02-29,3,28,627,26
717,3623,681,289,26634,0,Dear Apple!,736864,0,4,3,2012-03-02,2,11,286,18
716,1308,145,353,9043,0,Google Drive vs Dropbox!,335555,23,0,3,2012-03-05,3,24,313,23
715,293,34,332,2337,0,Transformer Pad 300 vs Transformer Prime!,58177,22,4,3,2012-03-09,4,41,310,26
714,885,143,218,7244,0,Samsung Galaxy S III Design: Explained!,158636,18,5,3,2012-03-17,8,39,1003,29
713,840,72,322,5431,0,HTC One X Review!,335852,17,0,3,2012-03-19,2,17,305,37
712,1467,458,322,13168,0,Chrome OS: Explained!,558579,1,3,3,2012-03-22,3,21,590,27
711,550,70,487,2966,0,Sony NEX-VG20 Review!,220483,0,2,3,2012-03-28,6,21,439,35
710,502,54,275,2510,0,Android 5.0 Feature Wishlist!,86741,1,5,3,2012-03-31,3,29,619,21
709,434,37,165,2579,0,iKey Audio M-505V2 Studio Monitors!,137545,0,4,4,2012-04-06,6,35,419,24
708,1920,546,259,21182,0,4G and LTE: Explained!,811677,16,2,4,2012-04-11,5,22,268,37
707,298,45,215,1421,0,Google Innovation at WWDC 2012!,22310,0,3,4,2012-04-12,1,31,634,23
706,3322,411,320,25296,0,Top 5 Tech Myths!,1063447,23,0,4,2012-04-16,4,17,297,13
705,352,32,200,1680,0,Samsung Galaxy SIII Impressions!,68416,0,5,4,2012-04-21,5,32,288,27
704,2110,144,529,7870,0,Samsung Galaxy SIII Review!,474448,22,2,4,2012-04-25,4,27,374,34
703,368,19,455,1759,0,Top 5 Google I/O Announcements!,39046,1,1,5,2012-05-01,6,31,763,36
702,1807,431,607,14254,0,Top 5 Android 4.1 Jellybean Features!,1039155,0,5,5,2012-05-05,4,37,527,30
701,2317,203,419,11339,0,Siri vs Google Voice Search!,564503,23,6,5,2012-05-13,8,28,1086,32
699,911,75,273,3399,0,Galaxy SIII vs One X vs Galaxy Nexus!,93092,17,3,5,2012-05-24,11,37,414,19
698,725,47,252,4128,0,Nexus 7 First Impressions!,75074,23,5,5,2012-05-26,2,26,513,26
697,400,25,318,1760,0,Asus Transformer Pad Infinity Review!,66413,22,1,5,2012-05-29,3,37,439,22
696,1986,798,355,16274,0,Top 3 Battery Saving Tips!,1438836,17,0,6,2012-06-04,6,26,477,29
695,1131,48,426,5706,0,Google Nexus 7 Review!,178787,21,0,6,2012-06-11,7,22,392,40
694,4591,482,293,24581,0,Google Fiber: Explained!,897268,2,5,6,2012-06-16,5,24,335,2
693,814,28,164,2097,0,MKBHD Update 8.0!,71193,18,1,6,2012-06-19,3,17,260,21
692,1927,957,240,11066,0,Blackberries: Explained!,345886,1,1,6,2012-06-26,7,24,322,26
691,553,37,345,2784,0,Top 3 Gadgets of Summer 2012!,80818,1,3,6,2012-06-28,2,29,574,15
690,1372,125,439,7149,0,CyanogenMod 10 on the Samsung Galaxy S3!,510738,21,3,6,2012-06-28,0,40,455,35
689,817,53,385,3040,0,The Galaxy Nexus 2 Wishlist!,63125,3,6,7,2012-07-01,3,28,877,18
687,585,44,257,3357,0,Asus Zenbook Prime Review!,151144,3,2,7,2012-07-18,17,26,596,12
686,234,54,197,2960,0,The Setup Tour Project 2012!,73091,20,0,7,2012-07-23,5,28,683,33
685,1504,111,263,6507,0,The Super-Retina Display Smartphone!,163207,0,3,7,2012-07-26,3,36,631,22
684,1402,170,1380,8999,0,The Setup Tour 2012!,386540,2,1,7,2012-07-31,5,20,1739,31
683,507,67,204,1688,0,New Myspace Design: Explained!,96900,2,1,8,2012-08-07,7,30,280,21
682,946,677,328,5703,0,Top 5 Reasons Google+ is Awesome!,157350,0,4,8,2012-08-10,3,33,324,13
681,397,34,280,1737,0,Transformer Pad Infinity gets Jellybean!,56629,22,6,8,2012-08-19,9,40,311,17
680,460,29,240,2588,0,LG Nexus Rumors!,50013,3,5,8,2012-08-25,6,16,479,23
679,702,49,360,4156,0,Top 3 YouTube App Missing Features!,68295,0,3,8,2012-08-30,5,35,388,24
678,9658,1383,634,54634,0,Samsung Galaxy Note 2 Review!,4603183,1,5,9,2012-09-01,2,29,393,30
676,3302,315,350,17597,0,Samsung Galaxy Note 2 vs Galaxy S3!,1149703,21,3,9,2012-09-13,12,35,417,26
675,1222,28,231,3452,0,A Google Nexus Program: Explained!,96096,0,6,9,2012-09-16,3,34,365,24
674,466,58,304,2904,0,On Apple's New 2012 Desktops!,85045,2,4,9,2012-09-21,5,29,616,25
673,498,51,233,3461,0,Samsung Galaxy Camera Hands-on!,165063,20,1,9,2012-09-25,4,31,320,23
672,1922,72,383,7608,0,Nexus 4 and Nexus 10 First Look!,140446,1,5,9,2012-09-29,4,32,390,19
671,392,30,176,3412,0,MKBHD Hurricane Sandy Update!,61647,22,0,10,2012-10-01,2,29,531,4
670,2132,268,348,12187,0,The SuperNexus Project!,493298,21,4,10,2012-10-05,4,23,615,11
669,1658,253,516,16893,0,Top 5 Android 4.2 Jellybean Features!,556693,21,0,10,2012-10-08,3,37,505,29
668,1090,61,303,4598,0,Nexus 10 Unboxing & First Impressions!,171918,2,4,10,2012-10-12,4,38,438,27
667,394,38,247,2253,0,LG Optimus G Review! (Nexus 4 Comparison),144336,22,3,10,2012-10-18,6,41,281,8
666,897,43,265,5718,0,Nexus 4 Unboxing & First Impressions!,141748,23,0,10,2012-10-22,4,37,444,16
665,1042,125,354,7861,0,iPad Mini vs Nexus 7!,203911,20,1,10,2012-10-23,1,21,332,21
664,2781,201,576,16147,0,Google Nexus 4 Review!,849101,23,3,10,2012-10-25,2,22,585,23
663,1308,151,578,6738,0,Nexus 4 vs Galaxy S3 vs Galaxy Nexus!,401619,19,0,10,2012-10-29,4,37,567,10
662,946,78,424,5171,0,Google Nexus 10 Review!,272286,20,3,11,2012-11-08,10,23,461,17
661,974,51,264,5517,0,Retina Displays vs Battery Life!,75023,3,1,11,2012-11-13,5,32,481,13
660,1479,247,257,13657,0,Rooting & Jailbreaking: Explained!,793592,1,3,11,2012-11-15,2,34,465,17
658,296,48,259,2090,0,8 Holiday Gifts for a YouTuber!,36171,14,0,11,2012-11-19,4,31,1029,15
657,1449,85,440,4245,0,Best Tablets of 2012!,125107,21,1,11,2012-11-20,1,21,809,18
656,1938,156,251,12500,0,Hackintosh Pro Project! [Part 1],650817,17,3,11,2012-11-22,2,32,383,16
655,997,121,506,5777,0,What's on my Android Phone 2012!,262920,5,1,11,2012-11-27,5,32,837,26
654,818,103,317,3996,0,Samsung Galaxy Camera Review!,204946,2,3,11,2012-11-29,2,29,349,35
653,1177,253,320,15213,0,Using Google Now: Explained!,517472,2,0,12,2012-12-03,4,28,542,21
652,1681,133,326,7560,0,Samsung Galaxy Note 2: Revisited!,369903,2,3,12,2012-12-06,3,33,449,28
651,536,65,243,3965,0,NVIDIA Project SHIELD at CES 2013!,96640,23,5,12,2012-12-08,2,34,375,20
650,450,62,165,1670,0,Huawei Ascend Mate Size Comparison at CES 2013!,82256,0,6,12,2012-12-16,8,47,200,10
649,438,23,216,3313,0,Sony Xperia Z at CES 2013!,67589,20,0,12,2012-12-17,1,26,315,8
648,2067,465,462,22038,0,Top 5 Ubuntu Phone Features: Explained!,1214429,23,4,12,2012-12-21,4,39,543,15
647,1712,37,565,3558,0,CES 2013 Highlights!,72589,0,1,12,2012-12-25,4,20,608,15
646,2362,311,445,18533,0,4K Video: Explained!,980078,15,4,12,2012-12-28,3,20,664,11
645,1795,153,488,16993,0,Hackintosh Pro Project! [Part 2: The Parts],610019,23,6,12,2012-12-30,2,43,787,16
644,1578,112,725,11230,0,Hackintosh Pro Project! [Part 3: The Build],516729,20,3,1,2013-01-03,4,43,818,14
643,980,243,526,12343,0,Hackintosh Pro Project! [Part 4: The OSX Install],570478,9,0,1,2013-01-07,4,49,1178,18
642,2312,216,1010,16345,0,Hackintosh Pro Project! [Part 5: The Finale!],711046,11,2,1,2013-01-09,2,45,1334,33
641,1053,104,578,5207,0,HTC Droid DNA: Revisited!,241853,20,3,1,2013-01-10,1,25,394,31
640,2387,215,609,15590,0,Oppo Find 5 Review!,660155,20,5,1,2013-01-12,2,19,464,21
639,10464,1448,469,72576,0,Top 5 Most Overpriced Tech!,3719264,1,2,1,2013-01-16,4,27,794,12
637,4446,932,476,43879,0,Top 5 Most Underpriced Tech!,3099339,22,6,1,2013-01-20,4,28,1104,29
636,1516,149,466,9480,0,The Chromebook Pixel: Explained!,362347,23,2,1,2013-01-23,3,32,706,11
635,2349,104,302,5998,0,Chromebook Pixel Unboxing & First Impressions!,183445,21,6,1,2013-01-27,4,46,490,16
634,3414,352,444,15526,0,Top 5 Best Built Tech!,943685,18,5,2,2013-02-02,6,22,852,15
633,1392,188,476,10942,0,Chromebook Pixel Review!,507298,23,2,2,2013-02-06,4,24,457,11
632,2727,584,401,25163,0,Top 5 NFC Features: Explained!,1820655,3,6,2,2013-02-10,4,30,705,11
631,1879,305,493,8294,0,Sony Xperia Z Review!,655113,2,2,2,2013-02-13,3,21,489,12
630,2460,377,534,23413,0,Samsung Galaxy S4 Features: Explained!,591159,22,1,2,2013-02-19,6,38,451,17
629,1396,102,330,7381,0,AT&T Predicted the Future!,147635,4,4,2,2013-02-22,3,26,533,9
628,1286,161,482,8882,0,Google Nexus 10: Revisited!,456562,4,1,2,2013-02-26,4,27,662,10
627,1476,180,363,16739,0,"HTC One ""Ultrapixel"": Explained!",431676,2,4,3,2013-03-01,3,32,642,4
626,1123,122,426,11712,0,Top 5 Internet April Fool's Day Hoaxers!,431703,2,2,3,2013-03-06,5,40,1271,17
625,1844,111,358,9541,0,Beyerdynamic Custom One Pro Review!,288823,22,4,3,2013-03-08,2,35,410,9
624,3782,652,404,29111,0,5 True Facts about Android!,1260071,23,1,3,2013-03-12,4,27,966,12
623,5346,392,494,38501,0,Five Facts About Me!,1094090,8,6,3,2013-03-17,5,20,824,11
622,980,81,490,5046,0,Oppo Find 5 Project Firefly!,155595,21,4,3,2013-03-22,5,28,481,11
621,3517,366,493,13093,0,Top 5 1080p Smartphones!,639148,22,1,3,2013-03-26,4,24,751,19
620,1018,85,378,9153,0,Google Babel: Explained!,214252,20,4,3,2013-03-29,3,24,515,31
619,595,161,316,6789,0,Samsung Galaxy S4 Word Game Interview!,83101,4,0,4,2013-04-01,3,38,560,9
618,3014,583,639,17433,0,Samsung Galaxy S4 Review!,1636157,1,4,4,2013-04-05,4,25,432,32
617,3804,629,697,34505,0,HTC One Review!,2199053,23,6,4,2013-04-07,2,15,608,22
